datetime,open,high,low,close,volume,adx,bop,ema,sma1,sma2,sma3,sma4,obv,kst,kst_signal,macd,macd_signal,macd_hist,mfi,percent_b,ultosc,Pct_change
2017-07-24 00:00:00,55.18,55.25,54.26,54.58,24889600,28.94414,-0.60606,47.0171,54.56429,53.4575,51.1144,47.77565,1236668500.0,73.02344,69.60698,1.07408,1.06513,0.00895,46.9938,0.74455,52.49057,0.0205684367988032
2017-07-17 00:00:00,55.2,55.92,54.85,55.06,19608800,28.86383,-0.13084,46.94109,54.48429,53.334,50.9912,47.7081,1261558100.0,73.29531,68.86727,1.12091,1.0629,0.05801,55.97323,0.87425,50.86665,0.0087944301942104
2017-07-10 00:00:00,55.28,55.7,54.92,55.26,15974200,27.75514,-0.02564,46.85949,54.42286,53.214,50.8654,47.63495,1281166900.0,70.71426,67.96232,1.1155,1.04839,0.06711,62.69187,0.96915,59.05149,0.0036324010170722
2017-07-03 00:00:00,54.13,55.36,53.91,55.25,14153100,26.72127,0.77241,46.77506,54.22143,53.0725,50.734,47.5645,1265192700.0,68.7569,67.55315,1.07201,1.03161,0.04039,57.07519,1.04709,61.64628,-0.0001809627216793
2017-06-26 00:00:00,53.94,54.42,53.7,54.14,16367000,25.85933,0.27778,46.68989,53.89,52.925,50.6022,47.49205,1251039600.0,68.12724,67.9672,1.00192,1.02152,-0.0196,57.616,0.84817,57.9337,-0.0200904977375565
2017-06-19 00:00:00,54.03,54.3,53.38,53.81,18498300,25.72592,-0.23913,46.61501,53.64714,52.823,50.495,47.42825,1234672600.0,68.03356,68.8374,1.0109,1.02642,-0.01551,57.75253,0.79265,58.00943,-0.0060953084595493
2017-06-12 00:00:00,54.29,54.52,53.51,53.85,17423600,25.69436,-0.43565,46.5427,53.47571,52.7365,50.358,47.36425,1253170900.0,68.44869,69.94305,1.04127,1.0303,0.01097,56.32095,0.837,56.02812,0.0007433562534844
2017-06-05 00:00:00,54.56,55.22,53.72,54.02,24149300,25.45985,-0.36,46.46926,53.42286,52.6845,50.2082,47.29745,1270594500.0,67.97212,71.12624,1.06081,1.02755,0.03326,55.61955,0.92474,60.33227,0.0031569173630454
2017-05-29 00:00:00,53.8,54.69,53.41,54.63,22198000,24.89044,0.64844,46.39337,53.28714,52.538,50.0482,47.22975,1294743800.0,68.0913,72.52539,1.05301,1.01924,0.03377,55.42876,1.15664,64.31596,0.01129211403184
2017-05-22 00:00:00,52.85,53.97,52.57,53.85,21777800,24.69585,0.71428,46.31059,52.94,52.35,49.8996,47.15675,1272545800.0,66.3661,74.43488,0.96563,1.01079,-0.04517,55.10804,1.02037,61.66737,-0.014277869302581
2017-05-15 00:00:00,52.62,53.21,52.35,52.93,16399200,25.12217,0.36047,46.23482,52.57714,52.1885,49.7774,47.0811,1250768000.0,65.15073,76.55752,0.91947,1.02209,-0.10262,54.40003,0.75454,52.44445,-0.0170844939647167
2017-05-08 00:00:00,52.77,53.23,51.35,52.44,26382500,26.3628,-0.17553,46.16753,52.52857,52.027,49.672,47.0082,1234368800.0,67.0317,78.84329,0.94086,1.04774,-0.10688,47.64195,0.61643,52.89245,-0.0092575099187606
2017-05-01 00:00:00,53.36,53.43,52.26,52.61,18694800,27.69885,-0.64102,46.10449,52.52429,51.9185,49.5668,46.93995,1260751300.0,72.48339,80.91347,1.00436,1.07446,-0.0701,46.73618,0.68019,54.64441,0.0032418001525553
2017-04-24 00:00:00,53.32,53.52,52.52,53.48,23506700,27.88777,0.16,46.03911,52.38857,51.809,49.4402,46.87715,1279446100.0,75.95904,82.07111,1.05349,1.09199,-0.0385,54.68431,0.91841,55.48518,0.0165367800798326
2017-04-17 00:00:00,52.77,53.82,52.68,53.07,25321000,27.69447,0.26316,45.96433,52.19286,51.71,49.2896,46.81065,1255939400.0,77.9844,82.29706,1.0123,1.10161,-0.08932,61.14214,0.8683,51.97047,-0.0076664173522811
2017-04-10 00:00:00,51.45,52.47,51.35,52.2,17179100,27.24456,0.66964,45.89291,52.13429,51.5555,49.1514,46.7468,1230618400.0,79.09741,81.82445,0.98674,1.12394,-0.1372,60.59427,0.67122,50.66688,-0.0163934426229507
2017-04-03 00:00:00,52.59,52.75,51.27,51.31,15460500,27.94993,-0.86486,45.82952,52.16714,51.4235,49.0494,46.68865,1213439300.0,80.56442,80.92232,1.02835,1.15824,-0.1299,60.76904,0.47226,48.55949,-0.0170498084291187
2017-03-27 00:00:00,52.43,52.99,51.79,52.59,18396600,28.70956,0.13333,45.77444,52.30857,51.274,48.9674,46.6384,1228899800.0,85.27678,79.30275,1.15711,1.19072,-0.0336,61.00754,0.76818,52.8014,0.0249464042097058
2017-03-20 00:00:00,51.17,52.7,51.04,52.41,17938200,28.76666,0.74699,45.70595,52.23857,51.052,48.8362,46.5783,1210503200.0,85.46985,76.63408,1.17431,1.19912,-0.02481,55.37375,0.74913,53.25082,-0.0034227039361096
2017-03-13 00:00:00,52.38,52.78,51.37,51.66,26533000,29.07947,-0.51064,45.63857,52.19143,50.7515,48.6784,46.51535,1192565000.0,85.72265,73.00897,1.19751,1.20532,-0.00781,47.53426,0.6368,44.8131,-0.0143102461362335
2017-03-06 00:00:00,52.47,52.61,51.62,52.11,21772800,28.93349,-0.36364,45.57805,52.35571,50.505,48.55,46.45155,1219098000.0,85.66328,68.97298,1.28606,1.20727,0.07879,56.58481,0.71561,55.6918,0.0087108013937282
2017-02-27 00:00:00,52.43,53.44,52.17,52.66,23597900,28.40643,0.1811,45.5124,52.21,50.2525,48.3988,46.3798,1240870800.0,82.90212,64.50258,1.33456,1.18757,0.14698,64.26429,0.80618,58.53453,0.010554596046824
2017-02-20 00:00:00,52.27,52.91,52.02,52.43,20837700,26.99202,0.17978,45.44057,51.95429,49.9355,48.2336,46.3102,1217272900.0,77.99266,60.06317,1.32105,1.15083,0.17022,63.04126,0.80261,62.6148,-0.0043676414736042
2017-02-13 00:00:00,52.3,52.75,52.11,52.3,17649800,25.78894,0.0,45.37032,51.69571,49.657,48.0542,46.2396,1196435200.0,73.7309,56.18977,1.30801,1.10827,0.19973,63.51878,0.81749,65.55966,-0.0024794964714858
2017-02-06 00:00:00,51.96,52.18,51.33,52.1,23207500,24.59224,0.16471,45.30068,51.32429,49.4295,47.8494,46.174,1178785400.0,70.97826,52.64583,1.28557,1.05834,0.22723,66.89992,0.82923,62.27086,-0.0038240917782026
2017-01-30 00:00:00,52.62,52.62,51.75,52.08,32252200,23.66489,-0.62069,45.23234,51.06286,49.19,47.6224,46.10885,1155577900.0,65.98823,49.72855,1.25861,1.00153,0.25707,65.22171,0.86479,58.99091,-0.000383877159309
2017-01-23 00:00:00,51.09,53.26,50.9,52.81,30336200,22.05673,0.72882,45.16352,50.82571,48.924,47.3796,46.0464,1187830100.0,61.2588,47.52173,1.20791,0.93726,0.27065,67.98658,1.00305,56.46755,0.0140168970814131
2017-01-16 00:00:00,50.74,51.18,50.45,51.09,15028500,20.32486,0.47945,45.08667,50.63857,48.6555,47.1356,45.9749,1157493900.0,52.84381,46.26708,1.05131,0.8696,0.18171,66.35675,0.85065,55.81696,-0.0325695890929748
2017-01-09 00:00:00,50.58,51.09,50.42,50.87,22149100,19.86287,0.43283,45.02634,50.48,48.5635,46.8892,45.9106,1142465400.0,49.39875,46.03685,1.01127,0.82417,0.1871,59.91228,0.84928,55.20345,-0.0043061264435311
2017-01-02 00:00:00,49.83,50.85,49.63,50.62,19129900,19.44127,0.64754,44.96761,50.29286,48.4565,46.642,45.853,1120316300.0,45.4297,46.39815,0.96786,0.7774,0.19046,52.34767,0.84559,57.48686,-0.0049144879103597
2016-12-26 00:00:00,50.41,50.97,49.5,49.7,14757700,19.18431,-0.48299,44.9108,49.96429,48.375,46.3946,45.7968,1101186400.0,42.94744,47.7206,0.92382,0.72979,0.19403,52.43886,0.72217,55.35415,-0.0181746345318054
2016-12-19 00:00:00,50.27,50.59,49.97,50.27,16381600,18.90758,0.0,44.86267,49.74286,48.311,46.2018,45.7458,1115944100.0,43.13202,50.34017,0.94785,0.68128,0.26657,57.12779,0.83548,61.58414,0.0114688128772635
2016-12-12 00:00:00,51.57,51.69,50.29,50.42,30352300,18.02862,-0.82143,44.80832,49.19,48.236,46.0648,45.69325,1132325700.0,41.83545,53.82481,0.90669,0.61463,0.29206,54.0733,0.89158,59.32705,0.0029838870101452
2016-12-05 00:00:00,50.18,51.69,50.05,51.5,30977900,16.67639,0.80488,44.75192,48.66286,48.1495,45.9386,45.63785,1162678000.0,44.72272,57.7983,0.8257,0.54162,0.28408,55.69162,1.14082,62.18001,0.0214200714002379
2016-11-28 00:00:00,49.59,50.33,49.0,49.98,29858700,15.22015,0.29323,44.6841,48.02857,48.0075,45.754,45.5754,1131700100.0,46.12686,61.92837,0.60035,0.4706,0.12975,54.08213,0.96183,59.9994,-0.0295145631067962
2016-11-21 00:00:00,48.39,49.59,48.39,49.56,14035600,14.51417,0.975,44.63088,47.50571,47.9475,45.6332,45.51885,1101841400.0,49.967,66.24934,0.45876,0.43816,0.02059,52.80765,0.90893,55.18187,-0.0084033613445376
2016-11-14 00:00:00,48.37,48.56,47.89,48.32,27046000,14.31473,-0.07463,44.58134,47.12,47.8175,45.5584,45.45515,1087805800.0,50.7717,70.5892,0.31412,0.43302,-0.1189,53.18882,0.6344,47.86335,-0.0250201775625504
2016-11-07 00:00:00,46.94,49.06,46.79,48.15,54204700,15.0079,0.53304,44.54377,47.03857,47.7195,45.5044,45.39855,1060759800.0,52.65049,75.38444,0.2512,0.46274,-0.21154,51.88784,0.60998,48.79528,-0.0035182119205298
2016-10-24 00:00:00,46.74,47.04,46.12,46.4,35885900,15.75438,-0.36956,44.50752,46.91857,47.613,45.452,45.34105,1006555100.0,57.33176,80.39428,0.18454,0.51563,-0.33108,40.58993,0.2084,45.3955,-0.0363447559709242
2016-10-17 00:00:00,47.24,47.32,46.4,46.73,19802100,15.06397,-0.55435,44.4885,46.97,47.653,45.412,45.2893,1042441000.0,66.52351,85.0235,0.27496,0.5984,-0.32344,42.32886,0.27094,43.87902,0.0071120689655173
2016-10-10 00:00:00,46.34,47.24,46.27,47.06,15464800,14.56687,0.74227,44.46598,47.07143,47.7035,45.384,45.23915,1062243100.0,74.49383,88.27788,0.35277,0.67926,-0.32649,48.39413,0.33666,39.88336,0.0070618446394179
2016-10-03 00:00:00,47.14,47.48,45.56,46.32,28216400,13.92478,-0.42708,44.4399,47.38429,47.7335,45.3484,45.18585,1046778300.0,77.59685,90.58611,0.41335,0.76088,-0.34753,49.84653,0.13717,41.00596,-0.0157246068848279
2016-09-26 00:00:00,47.78,47.91,46.7,46.86,31880000,13.23329,-0.76033,44.42101,47.72857,47.7765,45.3224,45.12855,1074994700.0,81.8933,92.88943,0.56001,0.84776,-0.28775,57.4958,0.25323,41.5623,0.0116580310880829
2016-09-19 00:00:00,47.34,47.92,46.85,47.75,21002700,13.45647,0.38318,44.3965,48.03286,47.7475,45.267,45.07205,1106874700.0,85.01562,95.37553,0.68406,0.9197,-0.23563,56.78159,0.50065,48.1556,0.0189927443448569
2016-09-12 00:00:00,46.97,47.96,46.68,47.31,20578000,13.83717,0.26563,44.36279,48.12857,47.6575,45.195,45.01365,1085872000.0,89.0257,97.8055,0.74184,0.97861,-0.23676,49.14558,0.41659,41.69196,-0.0092146596858638
2016-09-05 00:00:00,47.16,48.02,46.55,46.76,39231200,14.24715,-0.27211,44.33317,48.33714,47.6,45.076,44.95765,1065294000.0,93.92894,99.78425,0.84959,1.0378,-0.1882,41.77759,0.30729,44.00426,-0.0116254491650814
2016-08-29 00:00:00,49.3,49.43,47.39,47.44,20485200,14.68867,-0.91176,44.30878,48.61286,47.617,44.9448,44.9093,1104525200.0,97.73903,100.97136,1.03077,1.08485,-0.05408,51.23302,0.45899,47.92882,0.0145423438836611
2016-08-22 00:00:00,48.66,49.41,48.4,49.25,18975900,15.76641,0.58416,44.27731,48.78714,47.6055,44.8336,44.85395,1125010400.0,98.99475,101.40189,1.17779,1.09837,0.07942,51.74018,0.87992,57.67435,0.0381534569983137
2016-08-15 00:00:00,48.81,49.57,48.53,48.73,20456600,15.94939,-0.07692,44.22734,48.72,47.4445,44.7048,44.7937,1106034500.0,95.81293,101.69251,1.16401,1.07851,0.0855,52.09867,0.80179,60.45029,-0.0105583756345177
2016-08-08 00:00:00,48.59,49.18,48.21,48.99,17062000,16.01284,0.41237,44.18208,48.46714,47.234,44.5712,44.73405,1126491100.0,95.26787,102.14372,1.18244,1.05714,0.1253,43.89415,0.86651,69.08486,0.0053355222655449
2016-08-01 00:00:00,48.82,49.06,48.32,48.42,17056500,16.3722,-0.54054,44.13376,48.09143,47.0465,44.4634,44.67635,1109429100.0,98.32674,102.0957,1.16229,1.02581,0.13648,36.72323,0.78573,69.69114,-0.0116350275566442
2016-07-25 00:00:00,48.69,48.87,47.97,48.77,19801300,16.84719,0.08889,44.09069,47.74857,46.853,44.3588,44.626,1126485600.0,104.26819,100.48016,1.1777,0.99169,0.18601,29.98153,0.87607,64.10165,0.0072284180090871
2016-07-18 00:00:00,48.61,49.18,48.25,48.69,21206600,17.49227,0.08602,44.04366,47.52429,46.6345,44.2978,44.5669,1106684300.0,106.88536,96.75492,1.14461,0.94519,0.19942,36.78833,0.89489,60.84569,-0.0016403526758254
2016-07-11 00:00:00,48.78,49.15,48.35,48.66,17997200,17.96025,-0.15,43.99696,47.38857,46.373,44.2284,44.5017,1085477700.0,106.83441,90.97292,1.09387,0.89533,0.19854,43.6843,0.91288,59.46336,-0.0006161429451633
2016-07-04 00:00:00,47.12,48.92,47.0,48.78,23913500,18.38628,0.86458,43.9501,47.24571,46.043,44.1742,44.4376,1103474900.0,104.61299,83.81601,1.01625,0.8457,0.17055,43.8459,0.93474,63.0923,0.0024660912453762
2016-06-27 00:00:00,46.12,47.05,45.01,46.96,20908000,18.97853,0.41176,43.90155,47.01714,45.6415,44.1002,44.3749,1079561400.0,101.61374,75.33227,0.89018,0.80306,0.08711,37.36524,0.6803,58.00351,-0.037310373103731
2016-06-20 00:00:00,45.67,46.66,44.22,46.36,36957800,20.05245,0.28279,43.87082,46.92,45.2905,44.1142,44.3204,1058653400.0,101.61033,65.30556,0.90162,0.78129,0.12034,38.08908,0.62258,53.14943,-0.0127768313458263
2016-06-13 00:00:00,47.65,48.14,45.9,46.02,28076800,20.9242,-0.72768,43.8458,46.86143,45.003,44.141,44.2642,1021695600.0,99.87386,53.09976,0.96421,0.7512,0.21301,44.79881,0.60637,44.35696,-0.0073339085418463
2016-06-06 00:00:00,47.76,47.93,46.46,47.2,28774200,22.05184,-0.38095,43.82395,46.88143,44.6405,44.1908,44.20965,1049772400.0,94.83563,38.87078,1.06468,0.69795,0.36673,52.69399,0.73408,50.75967,0.0256410256410255
2016-05-30 00:00:00,47.87,48.6,47.62,47.74,23292100,22.82864,-0.13265,43.79002,46.86714,44.206,44.2346,44.15075,1078546600.0,83.78695,23.50256,1.05729,0.60627,0.45103,61.98452,0.79723,50.45352,0.0114406779661015
2016-05-23 00:00:00,47.4,47.77,46.37,47.66,17719900,22.67668,0.18571,43.75032,46.79143,43.7315,44.284,44.08575,1055254500.0,70.74101,7.6695,0.9775,0.49351,0.48399,62.5802,0.81438,57.73612,-0.0016757436112275
2016-05-16 00:00:00,46.5,48.18,46.48,47.18,22032900,22.99059,0.4,43.71103,46.55857,43.3515,44.3348,44.0232,1037534600.0,54.84734,-8.41361,0.86959,0.37251,0.49708,67.50975,0.81025,57.49118,-0.0100713386487619
2016-05-09 00:00:00,46.05,46.97,45.42,46.28,33019800,23.235,0.14839,43.67616,46.17857,43.1635,44.3914,43.96375,1015501700.0,42.42228,-24.28949,0.76807,0.24824,0.51983,58.26804,0.7634,57.97812,-0.0190758796100042
2016-05-02 00:00:00,45.81,47.19,45.54,45.95,34601300,24.22067,0.08485,43.64999,46.03,43.055,44.478,43.90335,982481900.0,28.25932,-39.59508,0.71897,0.11828,0.60068,67.80379,0.75127,60.88532,-0.0071305099394987
2016-04-25 00:00:00,47.29,47.3,45.54,46.16,37345100,25.18954,-0.64205,43.62688,45.83,42.871,44.5814,43.84625,1017083200.0,11.37331,-53.61216,0.67943,-0.03189,0.71132,75.46526,0.79301,63.40278,0.0045701849836776
2016-04-18 00:00:00,47.16,47.91,46.69,47.1,27383700,26.23294,-0.04918,43.60142,45.57857,42.76,44.6884,43.78835,1054428300.0,-8.2419,-65.76534,0.59771,-0.20972,0.80742,75.6939,0.89943,69.93364,0.020363951473137
2016-04-11 00:00:00,45.8,47.41,45.63,47.21,28798900,26.50636,0.79214,43.56626,45.05857,42.696,44.7778,43.71835,1081812000.0,-28.18691,-75.82213,0.38899,-0.41157,0.80057,67.61569,0.92959,73.20944,0.0023354564755837
2016-04-04 00:00:00,44.92,46.07,44.72,46.03,20352200,27.04849,0.82222,43.52964,44.32286,42.6165,44.8586,43.65225,1053013100.0,-43.47832,-83.28204,0.10574,-0.61171,0.71746,58.83491,0.83991,71.24799,-0.024994704511756
2016-03-28 00:00:00,44.95,45.21,43.97,44.52,26289300,28.34858,-0.34678,43.50451,43.56857,42.5915,44.9432,43.58595,1032660900.0,-58.71065,-88.19804,-0.13718,-0.79108,0.65389,58.41177,0.6945,66.1147,-0.0328046925917878
2016-03-21 00:00:00,44.5,45.38,44.16,45.24,26229500,30.26011,0.60656,43.4943,42.91429,42.5855,45.0452,43.5384,1058950200.0,-74.00699,-90.81018,-0.29151,-0.95455,0.66305,63.29947,0.76821,68.05952,0.0161725067385445
2016-03-14 00:00:00,45.32,45.63,43.99,44.55,18596500,32.19596,-0.46951,43.47676,42.25286,42.59,45.1344,43.4906,1032720700.0,-88.03558,-90.80843,-0.55754,-1.12031,0.56277,55.87509,0.69765,66.27126,-0.0152519893899205
2016-03-07 00:00:00,43.48,44.52,42.85,44.4,32385000,34.28073,0.5509,43.46597,41.42714,42.6265,45.2228,43.4525,1014124200.0,-95.32799,-88.60351,-0.81874,-1.26101,0.44227,49.91182,0.67644,69.40996,-0.0033670033670033
2016-02-29 00:00:00,42.14,43.74,41.78,43.46,47308900,36.69499,0.67347,43.45658,40.58571,42.6575,45.307,43.4129,981739200.0,-97.89438,-84.98337,-1.12494,-1.37157,0.24663,43.63606,0.57904,68.5752,-0.021171171171171
2016-02-22 00:00:00,41.21,42.29,39.91,42.06,33925400,38.83492,0.35714,43.45655,39.84143,42.689,45.4224,43.37625,934430300.0,-98.00531,-81.15535,-1.4037,-1.43323,0.02953,40.27642,0.43838,61.69647,-0.0322135296824666
2016-02-15 00:00:00,40.34,41.58,39.83,40.75,25621600,40.20549,0.23429,43.47058,39.55571,42.7935,45.5904,43.34835,900504900.0,-98.75301,-77.82423,-1.59652,-1.44061,-0.15591,41.03913,0.30097,51.79595,-0.0311459819305753
2016-02-08 00:00:00,40.0,40.61,38.47,39.94,55363700,41.18426,-0.02804,43.49793,39.93714,42.824,45.8052,43.32945,874883300.0,-95.32609,-75.09734,-1.68604,-1.40164,-0.2844,35.75817,0.21679,49.76982,-0.019877300613497
2016-02-01 00:00:00,38.55,41.35,38.08,40.61,65541100,41.52553,0.62997,43.53368,40.53286,42.837,46.045,43.3143,930247000.0,-87.72234,-73.0198,-1.69329,-1.33054,-0.36276,44.48574,0.28009,50.74605,0.0167751627441161
2016-01-25 00:00:00,38.14,38.8,37.22,38.77,41200200,41.89306,0.39874,43.56307,40.77,42.9005,46.2616,43.29445,864705900.0,-82.21992,-72.77979,-1.74614,-1.23985,-0.50629,41.12354,0.0854,42.92052,-0.0453090371829597
2016-01-18 00:00:00,38.6,39.08,36.29,38.51,43929300,40.21386,-0.03226,43.61124,41.50857,43.1025,46.4846,43.28705,823505700.0,-73.99126,-74.62282,-1.60085,-1.11327,-0.48758,40.07078,0.00175,36.34575,-0.0067062161465051
2016-01-11 00:00:00,40.27,40.28,37.75,38.25,47876700,38.40549,-0.79842,43.66251,42.55286,43.2795,46.6682,43.28225,779576400.0,-68.19127,-78.27399,-1.36565,-0.99138,-0.37427,47.6668,-0.10782,32.3658,-0.0067514931186704
2016-01-04 00:00:00,42.72,42.92,39.95,40.06,54516500,36.75909,-0.89562,43.71691,43.60571,43.547,46.8682,43.27785,827453100.0,-62.74672,-83.34787,-1.01911,-0.89781,-0.1213,58.6858,-0.00771,36.16486,0.0473202614379084
2015-12-28 00:00:00,43.92,44.37,43.42,43.42,16065600,35.53574,-0.52632,43.75366,44.38714,43.7035,47.024,43.2628,881969600.0,-63.44224,-89.6307,-0.74627,-0.86749,0.12122,57.50314,0.45349,48.26899,0.0838741887169245
2015-12-21 00:00:00,42.56,44.29,42.29,44.11,20691800,35.50042,0.775,43.75701,44.52714,43.8185,47.1236,43.2351,898035200.0,-68.02525,-96.43179,-0.72928,-0.89779,0.16851,52.53919,0.54602,49.847,0.015891294334408
2015-12-14 00:00:00,43.71,44.12,42.27,42.27,45445900,35.38294,-0.77838,43.75346,44.70143,43.874,47.2144,43.20045,877343400.0,-74.21096,-102.97175,-0.76724,-0.93992,0.17268,47.80896,0.25126,42.61273,-0.041713897075493
2015-12-07 00:00:00,45.57,46.06,43.88,43.94,41380700,35.09604,-0.74771,43.76837,45.13143,44.058,47.3536,43.172,922789300.0,-76.62827,-108.78763,-0.61719,-0.98309,0.3659,54.14219,0.48188,50.75241,0.0395079252424885
2015-11-30 00:00:00,45.74,46.06,44.8,45.82,33719900,35.51055,0.06349,43.76665,45.28571,44.115,47.4512,43.1328,964170000.0,-85.5622,-114.01775,-0.58672,-1.07457,0.48785,61.94586,0.75939,61.37576,0.0427856167501139
2015-11-23 00:00:00,45.6,46.09,45.23,45.62,15510900,36.43969,0.02326,43.74601,45.03857,44.207,47.4708,43.07755,930450100.0,-98.80721,-117.80043,-0.73072,-1.19653,0.46581,56.84219,0.69825,62.03007,-0.0043649061545177
2015-11-16 00:00:00,44.49,45.99,44.33,45.53,37385700,37.67772,0.6265,43.72718,44.82857,44.311,47.5538,43.01695,914939200.0,-106.85182,-119.09324,-0.88353,-1.31298,0.42945,52.75651,0.65899,64.74509,-0.0019728189390617
2015-11-09 00:00:00,45.12,45.32,43.74,44.4,32670700,38.9297,-0.4557,43.70906,44.23286,44.46,47.6264,42.95885,877553500.0,-113.85614,-117.79417,-1.05654,-1.42034,0.3638,51.49257,0.4929,67.59074,-0.0248188007906875
2015-11-02 00:00:00,45.35,46.09,44.77,45.33,40682200,39.73831,-0.01515,43.70211,43.63286,44.7095,47.7518,42.8995,910224200.0,-119.29217,-114.32227,-1.14696,-1.51129,0.36434,57.39191,0.56548,63.68887,0.020945945945946
2015-10-19 00:00:00,44.95,45.66,44.09,45.28,29600000,41.10421,0.21019,43.68575,43.14,44.9535,47.831,42.84335,869542000.0,-124.65208,-108.87957,-1.34037,-1.60238,0.26201,49.40312,0.53075,61.00918,-0.0011030222810499
2015-10-12 00:00:00,43.79,45.2,43.38,45.02,26996200,42.23631,0.67582,43.66973,42.78714,45.1995,47.8982,42.78695,839942000.0,-126.8849,-101.07042,-1.56264,-1.66788,0.10524,44.1412,0.48448,57.4643,-0.0057420494699645
2015-10-05 00:00:00,44.24,44.39,43.27,44.09,34586300,43.09376,-0.13393,43.65616,42.36286,45.449,47.9658,42.7189,812945800.0,-126.55384,-91.40601,-1.79713,-1.69419,-0.10294,43.59289,0.38948,51.15533,-0.0206574855619724
2015-09-28 00:00:00,41.8,44.56,41.44,44.15,66993100,43.36392,0.75321,43.6518,42.29286,45.775,48.0496,42.66475,847532100.0,-123.69939,-80.27109,-1.97561,-1.66845,-0.30715,37.36937,0.37512,56.06684,0.0013608528010886
2015-09-21 00:00:00,40.02,41.36,38.83,41.36,66217200,43.65487,0.52964,43.64679,42.15571,46.1235,48.099,42.61985,780539000.0,-119.6063,-68.62491,-2.18078,-1.59167,-0.58911,27.1154,0.1527,46.1561,-0.0631936579841448
2015-09-14 00:00:00,42.18,42.35,39.46,40.2,36151800,40.92799,-0.68512,43.66978,42.77857,46.631,48.1978,42.58795,714321800.0,-110.44254,-56.42635,-2.12685,-1.44439,-0.68246,29.92443,0.03229,39.61676,-0.0280464216634428
2015-09-07 00:00:00,42.75,43.74,41.74,41.88,30535000,38.0791,-0.435,43.70465,43.49571,47.1995,48.3626,42.5669,750473600.0,-95.16015,-44.17933,-1.90898,-1.27377,-0.63521,35.24058,0.0924,40.0394,0.0417910447761193
2015-08-31 00:00:00,42.81,43.73,42.43,42.81,21782400,35.39188,0.0,43.72299,44.07714,47.668,48.533,42.52435,781008600.0,-82.60909,-32.36503,-1.77419,-1.11497,-0.65922,36.41827,0.11266,46.09194,0.0222063037249282
2015-08-24 00:00:00,43.44,43.68,41.78,42.05,37492600,32.63786,-0.73158,43.73216,44.40143,48.0405,48.6856,42.4777,759226200.0,-70.30784,-21.16863,-1.67103,-0.95017,-0.72086,31.46707,-0.00347,42.14758,-0.0177528614809625
2015-08-17 00:00:00,40.64,43.76,39.35,43.6,83516500,29.612,0.6712,43.74907,45.20286,48.419,48.8396,42.42305,796718800.0,-54.36975,-10.72115,-1.43767,-0.76995,-0.66772,24.15353,0.0458,44.26011,0.0368608799048753
2015-08-10 00:00:00,45.61,46.0,43.19,43.19,28047400,26.35339,-0.86121,43.75057,45.78857,48.724,48.9808,42.35185,713202300.0,-39.90519,-1.71414,-1.27672,-0.60302,-0.6737,29.06809,-0.07136,31.11455,-0.0094036697247706
2015-08-03 00:00:00,45.65,46.36,44.97,45.72,22971500,23.77527,0.05036,43.7562,46.54857,49.013,49.1276,42.2871,741249700.0,-26.33953,5.76337,-1.01098,-0.4346,-0.57638,36.21267,0.10074,37.59882,0.0585783746237555
2015-07-27 00:00:00,45.91,46.51,45.07,45.22,30103600,21.70383,-0.47917,43.73646,47.07286,49.1575,49.2166,42.2311,718278200.0,-18.8838,11.85827,-0.91469,-0.2905,-0.62419,36.95711,-0.01199,35.49224,-0.010936132983377
2015-07-20 00:00:00,44.61,46.39,44.43,45.95,43544300,19.51876,0.68367,43.72155,47.78571,49.358,49.3068,42.17085,748381800.0,-9.81927,17.17143,-0.72758,-0.13445,-0.59313,35.70239,-0.00192,39.69807,0.0161432994250332
2015-07-13 00:00:00,47.67,47.67,44.79,45.08,25919300,17.00837,-0.89931,43.69916,48.39286,49.5835,49.3718,42.11095,704837500.0,-0.21935,21.35424,-0.55251,0.01383,-0.56634,45.35015,-0.24067,35.43828,-0.0189336235038085
2015-07-06 00:00:00,48.0,48.59,47.41,47.66,20240500,14.45,-0.28814,43.68528,49.09714,49.904,49.444,42.0552,730756800.0,11.16855,24.23055,-0.23242,0.15541,-0.38784,52.51786,0.02168,39.39202,0.0572315882874889
2015-06-29 00:00:00,48.11,48.57,46.86,47.7,29493200,13.08461,-0.23977,43.64533,49.51857,50.1175,49.493,41.9769,750997300.0,18.15847,25.40154,-0.0832,0.25237,-0.33557,50.66553,-0.03348,42.43872,0.0008392782207302
2015-06-22 00:00:00,49.01,49.17,48.19,48.51,23056500,11.58793,-0.5102,43.60458,50.00714,50.3045,49.5378,41.9106,780490500.0,23.71952,25.58875,0.10441,0.33627,-0.23185,59.87306,0.06087,41.13429,0.0169811320754715
2015-06-15 00:00:00,50.48,50.48,49.32,49.39,12728300,10.96028,-0.93966,43.55528,50.43571,50.375,49.5602,41.83965,803547000.0,26.6933,24.86723,0.25988,0.39423,-0.13435,61.47027,0.23826,46.11212,0.018140589569161
2015-06-08 00:00:00,49.82,50.91,49.63,50.21,16403800,11.37057,0.30469,43.49664,50.74714,50.29,49.5752,41.78275,816275300.0,27.39238,23.73988,0.36493,0.42782,-0.06289,57.71291,0.48166,55.54907,0.0166025511237093
